ID_XLH,ADRESSE_3,ADRESSE_4
AI15010003,52 AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI15010004,52 BIS AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI15010005,54 AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI15010006,54 BIS AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI15010007,56 AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI15010008,56 BIS AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AO01010001,790 RUE GRACIAN,40990 ANGOUME
AO01010002,800 RUE GRACIAN,40990 ANGOUME
AO01010003,817 RUE GRACIAN,40990 ANGOUME
AO01010004,820 RUE GRACIAN,40990 ANGOUME
AS01010001,115 RUE DES SACULES,40110 ARENGOSSE
AS01010002,117 RUE DES SACULES,40110 ARENGOSSE
AS01010003,119 RUE DES SACULES,40110 ARENGOSSE
AS01010004,121 RUE DES SACULES,40110 ARENGOSSE
AS01010005,123 RUE DES SACULES,40110 ARENGOSSE
AS01010006,125 RUE DES SACULES,40110 ARENGOSSE
AU01010001,3 CITE PEBOS,40250 SAINT-AUBIN
AU01010002,1 CITE PEBOS,40250 SAINT-AUBIN
AU01010003,2 CITE PEBOS,40250 SAINT-AUBIN
AU01010004,10 CITE PEBOS,40250 SAINT-AUBIN
AU01010005,4 CITE PEBOS,40250 SAINT-AUBIN
AU01010006,9 CITE PEBOS,40250 SAINT-AUBIN
AU01010007,6 CITE PEBOS,40250 SAINT-AUBIN
AU01010008,7 CITE PEBOS,40250 SAINT-AUBIN
AU01010009,5 CITE PEBOS,40250 SAINT-AUBIN
AU01010010,8 CITE PEBOS,40250 SAINT-AUBIN
AX01010001,7 ALLEE DES CHENES - ARJUZANX,40110 MORCENX-LA-NOUVELLE
AX01010002,8 ALLEE DES CHENES - ARJUZANX,40110 MORCENX-LA-NOUVELLE
AX01010003,9 ALLEE DES CHENES - ARJUZANX,40110 MORCENX-LA-NOUVELLE
AZ01010001,40 PLACE ARISTIDE BRIAND,40140 AZUR
AZ02010001,51 RUE DU GNOY,40140 AZUR
AZ02010002,55 RUE DU GNOY,40140 AZUR
AZ02010003,71 RUE DU GNOY,40140 AZUR
AZ02010004,75 RUE DU GNOY,40140 AZUR
AZ02010005,85 RUE DU GNOY,40140 AZUR
AZ02010006,91 RUE DU GNOY,40140 AZUR
AZ03010001,42 ALLEE DES JARDINS,40140 AZUR
AZ03010002,50 ALLEE DES JARDINS,40140 AZUR
AZ03010003,70 ALLEE DES JARDINS,40140 AZUR
AZ03010004,76 ALLEE DES JARDINS,40140 AZUR
AZ03010005,88 ALLEE DES JARDINS,40140 AZUR
AZ03010006,94 ALLEE DES JARDINS,40140 AZUR
AZ04010001,9 RUE JULES FERRY,40140 AZUR
AZ04010002,11 RUE JULES FERRY,40140 AZUR
BD02010001,67 RUE DE HOURIE,40180 BENESSE-LES-DAX
BD02010002,69 RUE DE HOURIE,40180 BENESSE-LES-DAX
BD02010003,83 RUE DE HOURIE,40180 BENESSE-LES-DAX
BD02010004,76 RUE DE HOURIE,40180 BENESSE-LES-DAX
BD02010005,78 RUE DE HOURIE,40180 BENESSE-LES-DAX
BE01010001,122 CHEMIN DE ST VINCENT,40410 BELHADE
BE01010002,144 CHEMIN DE ST VINCENT,40410 BELHADE
BE01010003,164 CHEMIN DE ST VINCENT,40410 BELHADE
BI01010001,1 CITE GASTON A,40170 BIAS
BI01010002,2 CITE GASTON A,40170 BIAS
BI01010003,3 CITE GASTON A,40170 BIAS
BI01010004,4 CITE GASTON A,40170 BIAS
BI01010005,5 CITE GASTON A,40170 BIAS
BI01010006,6 CITE GASTON A,40170 BIAS
BI01010007,7 CITE GASTON A,40170 BIAS
BI01010008,8 CITE GASTON A,40170 BIAS
BI01010009,9 CITE GASTON A,40170 BIAS
BI01010010,10 CITE GASTON A,40170 BIAS
BI01010011,11 CITE GASTON A,40170 BIAS
BI01010012,12 CITE GASTON B,40170 BIAS
BI01010013,13 CITE GASTON B,40170 BIAS
BI01010014,14 CITE GASTON B,40170 BIAS
BI01010015,15 CITE GASTON B,40170 BIAS
BL01010001,42 LOTISSEMENT GAYOTTE HLM,40300 BELUS
BL01010002,44 LOTISSEMENT GAYOTTE HLM,40300 BELUS
BL01010003,46 LOTISSEMENT GAYOTTE HLM,40300 BELUS
BL01010004,48 LOTISSEMENT GAYOTTE HLM,40300 BELUS
BL01010005,50 LOTISSEMENT GAYOTTE HLM,40300 BELUS
BS02010007,42 RUE DU THYM,40600 BISCARROSSE
BS02010008,74 RUE DU THYM,40600 BISCARROSSE
BS02010010,98 RUE DU THYM,40600 BISCARROSSE
BS02010011,97 RUE DU THYM,40600 BISCARROSSE
BS02010014,364 AVENUE JEAN BOUIN,40600 BISCARROSSE
BS02010018,440 AVENUE JEAN BOUIN,40600 BISCARROSSE
BS03010001,7 ALLEE FRANCIS POULENC,40600 BISCARROSSE
BS03010002,21 ALLEE FRANCIS POULENC,40600 BISCARROSSE
BS03010003,25 ALLEE FRANCIS POULENC,40600 BISCARROSSE
BS03010004,43 ALLEE FRANCIS POULENC,40600 BISCARROSSE
BS03010005,48 ALLEE FRANCIS POULENC,40600 BISCARROSSE
BS03010007,4 ALLEE FRANCIS POULENC,40600 BISCARROSSE
BS04010001,1 IMPASSE DES PERDRIX,40600 BISCARROSSE
BS04010003,3 IMPASSE DES PERDRIX,40600 BISCARROSSE
BS04010004,4 IMPASSE DES PERDRIX,40600 BISCARROSSE
BS04010005,5 IMPASSE DES PERDRIX,40600 BISCARROSSE
BS04010006,6 IMPASSE DES PERDRIX,40600 BISCARROSSE
BS04010008,8 IMPASSE DES PERDRIX,40600 BISCARROSSE
BS04010010,10 IMPASSE DES PERDRIX,40600 BISCARROSSE
BS05010001,1 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05010002,2 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05010003,3 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05010004,4 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05010005,5 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05010006,6 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05010007,7 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05010008,8 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05050001,9 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05050002,10 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05050003,11 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05050004,12 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05050005,13 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05050006,14 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05050007,15 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05050008,16 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05060001,17 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05060002,18 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05060003,19 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05060004,20 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05060005,21 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05060006,22 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05060007,23 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05060008,24 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05070001,25 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05070002,26 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05070003,27 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05070004,28 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05080001,29 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05080002,30 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05080003,31 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05080004,32 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05090001,33 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05090002,34 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05090003,35 RUE DE LA SOLIDARITE,40600 BISCARROSSE
BS05090004,36 RUE DE LA SOLIDARITE,40600 BISCARROSSE
CB11010003,3 RUE BAS ARMAGNAC,40130 CAPBRETON
CB11010004,4 RUE BAS ARMAGNAC,40130 CAPBRETON
CB11010005,5 RUE BAS ARMAGNAC,40130 CAPBRETON
CB11010006,6 RUE BAS ARMAGNAC,40130 CAPBRETON
CB11010007,7 RUE BAS ARMAGNAC,40130 CAPBRETON
CB11010008,8 IMPASSE ROXANE,40130 CAPBRETON
CB11010010,10 RUE BAS ARMAGNAC,40130 CAPBRETON
CB11010011,11 RUE BAS ARMAGNAC,40130 CAPBRETON
CB11010016,16 IMPASSE ROXANE,40130 CAPBRETON
CB11010017,17 IMPASSE ROXANE,40130 CAPBRETON
CB11010019,19 RUE EDMOND ROSTAND,40130 CAPBRETON
CB11010020,20 IMPASSE ROXANE,40130 CAPBRETON
CB11010021,21 IMPASSE ROXANE,40130 CAPBRETON
CB11010023,23 IMPASSE ROXANE,40130 CAPBRETON
CB11010024,24 IMPASSE ROXANE,40130 CAPBRETON
CB11010025,25 RUE EDMOND ROSTAND,40130 CAPBRETON
CB11010027,27 RUE EDMOND ROSTAND,40130 CAPBRETON
CB11010028,28 RUE EDMOND ROSTAND,40130 CAPBRETON
CB11010030,30 RUE EDMOND ROSTAND,40130 CAPBRETON
CB12010001,1 RUE DE LA PEPINIERE,40130 CAPBRETON
CB12010002,2 RUE DE LA PEPINIERE,40130 CAPBRETON
CB12010003,3 RUE DE LA PEPINIERE,40130 CAPBRETON
CB12010004,4 RUE DE LA PEPINIERE,40130 CAPBRETON
CB12010005,5 RUE DE LA PEPINIERE,40130 CAPBRETON
CB12010006,6 RUE DE LA PEPINIERE,40130 CAPBRETON
CB12010007,7 RUE DE LA PEPINIERE,40130 CAPBRETON
CB12010008,8 RUE DE LA PEPINIERE,40130 CAPBRETON
CE01010002,245 IMPASSE DE L'ETANG,40090 CERE
CE01010004,453 RUE DE L'ECUREUIL,40090 CERE
CE01010005,475 RUE DE L'ECUREUIL,40090 CERE
CE02010001,31 RUE DE LA PAMPA,40090 CERE
CE02010002,33 RUE DE LA PAMPA,40090 CERE
CO01010001,33 IMPASSE DU PRESBYTERE,40210 COMMENSACQ
CO01010002,36 IMPASSE DU PRESBYTERE,40210 COMMENSACQ
CT01320052,149 RUE DES MULETIERS,40260 CASTETS
CT01320053,40 RUE DES MULETIERS,40260 CASTETS
CT01320054,52 RUE DES MULETIERS,40260 CASTETS
CT01320055,68 RUE DES MULETIERS,40260 CASTETS
CT01320056,82 RUE DES MULETIERS,40260 CASTETS
CT01320057,92 RUE DES MULETIERS,40260 CASTETS
CT01320058,106 RUE DES MULETIERS,40260 CASTETS
CT01320059,139 RUE DES MULETIERS,40260 CASTETS
CT01320060,125 RUE DES MULETIERS,40260 CASTETS
CT01320061,95 RUE DES MULETIERS,40260 CASTETS
CT01320062,91 RUE DES MULETIERS,40260 CASTETS
CT01320063,49 RUE DES MULETIERS,40260 CASTETS
CT01320064,43 RUE DES MULETIERS,40260 CASTETS
CT01320065,31 RUE DES MULETIERS,40260 CASTETS
CT01320066,21 RUE DES MULETIERS,40260 CASTETS
CT01320067,78 RUE DES GEMMEURS,40260 CASTETS
CT01320068,88 RUE DES GEMMEURS,40260 CASTETS
CT01320069,102 RUE DES GEMMEURS,40260 CASTETS
CT01320070,112 RUE DES GEMMEURS,40260 CASTETS
CT01320071,126 RUE DES GEMMEURS,40260 CASTETS
CT01320072,144 RUE DES GEMMEURS,40260 CASTETS
CT01320074,180 RUE DES GEMMEURS,40260 CASTETS
CT01320075,194 RUE DES GEMMEURS,40260 CASTETS
CT01320076,216 RUE DES GEMMEURS,40260 CASTETS
CT01320077,228 RUE DES GEMMEURS,40260 CASTETS
CT01320078,233 RUE DES GEMMEURS,40260 CASTETS
CT01320079,219 RUE DES GEMMEURS,40260 CASTETS
CT01320080,213 RUE DES GEMMEURS,40260 CASTETS
CT01320081,193 RUE DES GEMMEURS,40260 CASTETS
CT01320082,185 RUE DES GEMMEURS,40260 CASTETS
DA01580081,9 RUE CLEMENT ADER,40100 DAX
DA01580082,7 RUE CLEMENT ADER,40100 DAX
DA01580083,5 RUE CLEMENT ADER,40100 DAX
DA01580084,3 RUE CLEMENT ADER,40100 DAX
DA01580085,1 RUE CLEMENT ADER,40100 DAX
DA01580086,2 RUE HELENE BOUCHER,40100 DAX
DA01580087,4 RUE HELENE BOUCHER,40100 DAX
DA01580088,6 RUE HELENE BOUCHER,40100 DAX
DA01580089,8 RUE HELENE BOUCHER,40100 DAX
DA01580090,10 RUE HELENE BOUCHER,40100 DAX
DA01580091,12 RUE HELENE BOUCHER,40100 DAX
DA01580092,14 RUE HELENE BOUCHER,40100 DAX
DA01580093,16 RUE HELENE BOUCHER,40100 DAX
DA01580094,1 RUE DES ALOUETTES,40100 DAX
DA01580095,3 RUE DES ALOUETTES,40100 DAX
DA01580096,5 RUE DES ALOUETTES,40100 DAX
DA01580097,7 RUE DES ALOUETTES,40100 DAX
DA01580098,9 RUE DES ALOUETTES,40100 DAX
DA01580099,11 RUE DES ALOUETTES,40100 DAX
DA01580100,13 RUE DES ALOUETTES,40100 DAX
DA01580101,15 RUE DES ALOUETTES,40100 DAX
DA01580102,17 RUE DES ALOUETTES,40100 DAX
DA01580103,19 RUE DES ALOUETTES,40100 DAX
DA01580104,20 PLACE DE L'AVIATION,40100 DAX
DA01580105,18 PLACE DE L'AVIATION,40100 DAX
DA01580106,16 PLACE DE L'AVIATION,40100 DAX
DA01580107,14 PLACE DE L'AVIATION,40100 DAX
DA01580108,12 PLACE DE L'AVIATION,40100 DAX
DA01580109,10 PLACE DE L'AVIATION,40100 DAX
DA01580110,8 PLACE DE L'AVIATION,40100 DAX
DA01580111,6 PLACE DE L'AVIATION,40100 DAX
DA01580112,4 PLACE DE L'AVIATION,40100 DAX
DA01580113,2 PLACE DE L'AVIATION,40100 DAX
DA01580114,1 RUE DES AILES,40100 DAX
DA01580115,3 RUE DES AILES,40100 DAX
DA01580116,5 RUE DES AILES,40100 DAX
DA01580117,7 RUE DES AILES,40100 DAX
DA01580118,9 RUE DES AILES,40100 DAX
DA01580119,11 RUE DES AILES,40100 DAX
DA01580120,13 RUE DES AILES,40100 DAX
DA01580121,15 RUE DES AILES,40100 DAX
DA01580122,17 RUE DES AILES,40100 DAX
DA01580123,19 RUE DES AILES,40100 DAX
DA01580124,21 RUE DES AILES,40100 DAX
DA01580125,23 RUE DES AILES,40100 DAX
DA01580126,1 RUE BLERIOT,40100 DAX
DA01580127,3 RUE BLERIOT,40100 DAX
DA01580128,5 RUE BLERIOT,40100 DAX
DA01580129,7 RUE BLERIOT,40100 DAX
DA01580130,9 RUE BLERIOT,40100 DAX
DA01580131,11 RUE BLERIOT,40100 DAX
DA01580132,13 RUE BLERIOT,40100 DAX
DA01580133,15 RUE BLERIOT,40100 DAX
DA01580134,17 RUE BLERIOT,40100 DAX
DA01580135,19 RUE BLERIOT,40100 DAX
DA01580136,21 RUE BLERIOT,40100 DAX
DA01580137,23 RUE BLERIOT,40100 DAX
DA01580138,25 RUE BLERIOT,40100 DAX
DA08010007,7 RUE DE LA PERLE,40100 DAX
DA09010109,8 RUE LAMARTINE,40100 DAX
DA09010111,4 RUE LAMARTINE,40100 DAX
DA09010112,2 RUE LAMARTINE,40100 DAX
DA09010126,93 RUE DE LA CROIX BLANCHE,40100 DAX
DA09010128,97 RUE DE LA CROIX BLANCHE,40100 DAX
DA09010129,99 RUE DE LA CROIX BLANCHE,40100 DAX
DA10010001,1 RUE ALEXANDRE DUMAS,40100 DAX
DA10010002,2 RUE ALEXANDRE DUMAS,40100 DAX
DA10010003,3 RUE ALEXANDRE DUMAS,40100 DAX
DA10010004,4 RUE ALEXANDRE DUMAS,40100 DAX
DA10010005,5 RUE ALEXANDRE DUMAS,40100 DAX
DA10010006,6 RUE ALEXANDRE DUMAS,40100 DAX
DA10010007,7 RUE ALEXANDRE DUMAS,40100 DAX
DA10010008,8 RUE ALEXANDRE DUMAS,40100 DAX
DA10010009,9 RUE ALEXANDRE DUMAS,40100 DAX
DA10010010,10 RUE ALEXANDRE DUMAS,40100 DAX
DA10010011,11 RUE ALEXANDRE DUMAS,40100 DAX
DA10010012,12 RUE ALEXANDRE DUMAS,40100 DAX
DA10010013,13 RUE ALEXANDRE DUMAS,40100 DAX
DA10010014,14 RUE ALEXANDRE DUMAS,40100 DAX
DA10010015,15 RUE ALEXANDRE DUMAS,40100 DAX
DA10010016,16 RUE ALEXANDRE DUMAS,40100 DAX
DA10010017,17 RUE ALEXANDRE DUMAS,40100 DAX
DA10010018,18 RUE ALEXANDRE DUMAS,40100 DAX
DA10010019,19 RUE ALEXANDRE DUMAS,40100 DAX
DA10010020,20 RUE ALEXANDRE DUMAS,40100 DAX
DA10010021,21 RUE ALEXANDRE DUMAS,40100 DAX
DA10010022,22 RUE ALEXANDRE DUMAS,40100 DAX
DA10010023,23 RUE ALEXANDRE DUMAS,40100 DAX
DA10010024,24 RUE ALEXANDRE DUMAS,40100 DAX
DA10010025,25 RUE ALEXANDRE DUMAS,40100 DAX
DA10010026,26 RUE ALEXANDRE DUMAS,40100 DAX
DA17010001,1 RUE DES TULIPES,40100 DAX
DA17010002,2 RUE DES TULIPES,40100 DAX
DA17010003,3 RUE DES TULIPES,40100 DAX
DA17010004,4 RUE DES TULIPES,40100 DAX
DA17010005,5 RUE DES TULIPES,40100 DAX
DA17010006,6 RUE DES TULIPES,40100 DAX
DA17010007,7 RUE DES TULIPES,40100 DAX
DA17010008,8 RUE DES TULIPES,40100 DAX
DA17010009,10 RUE DES TULIPES,40100 DAX
DA17010010,12 RUE DES TULIPES,40100 DAX
DA17010011,3 RUE DES VERGNES,40100 DAX
DA17010012,5 RUE DES VERGNES,40100 DAX
DA17010013,7 RUE DES VERGNES,40100 DAX
DA17010014,8 RUE DES VERGNES,40100 DAX
DA17010015,9 RUE DES VERGNES,40100 DAX
DA17010016,10 RUE DES VERGNES,40100 DAX
DA17010017,11 RUE DES VERGNES,40100 DAX
DA17010018,12 RUE DES VERGNES,40100 DAX
DA17010019,RUE DES VERGNES,40100 DAX
DA17010020,14 RUE DES VERGNES,40100 DAX
DA17010021,15 RUE DES VERGNES,40100 DAX
DA17010022,16 RUE DES VERGNES,40100 DAX
DA17010023,17 RUE DES VERGNES,40100 DAX
DA17010024,18 RUE DES VERGNES,40100 DAX
DA17010025,19 RUE DES VERGNES,40100 DAX
DA17010026,20 RUE DES VERGNES,40100 DAX
DA17010027,21 RUE DES VERGNES,40100 DAX
DA17010028,22 RUE DES VERGNES,40100 DAX
DA17010029,24 RUE DES VERGNES,40100 DAX
DA17010030,26 RUE DES VERGNES,40100 DAX
DA17010031,28 RUE DES VERGNES,40100 DAX
DA17010032,30 RUE DES VERGNES,40100 DAX
DA17010033,32 RUE DES VERGNES,40100 DAX
DA17010034,34 RUE DES VERGNES,40100 DAX
DA17010035,32 RUE DES NARCISSES,40100 DAX
DA17010036,34 RUE DES NARCISSES,40100 DAX
DA17010037,36 RUE DES NARCISSES,40100 DAX
DA17010038,38 RUE DES NARCISSES,40100 DAX
DA17010039,1 RUE DES JONQUILLES,40100 DAX
DA17010040,3 RUE DES JONQUILLES,40100 DAX
DA17010041,5 RUE DES JONQUILLES,40100 DAX
DA17010042,7 RUE DES JONQUILLES,40100 DAX
DA17010043,9 RUE DES JONQUILLES,40100 DAX
DA17010044,11 RUE DES JONQUILLES,40100 DAX
DA17010045,13 RUE DES JONQUILLES,40100 DAX
DA17010046,15 RUE DES JONQUILLES,40100 DAX
DA17010047,17 RUE DES JONQUILLES,40100 DAX
DA17010048,19 RUE DES JONQUILLES,40100 DAX
DA17010049,21 RUE DES JONQUILLES,40100 DAX
DA17010050,23 RUE DES JONQUILLES,40100 DAX
DA18010001,18 ALLEE DES PRIMEVERES,40100 DAX
DA18010002,20 ALLEE DES PRIMEVERES,40100 DAX
DA18010003,22 ALLEE DES PRIMEVERES,40100 DAX
DA18010055,8 ALLEE DES CAMELIAS,40100 DAX
DA18010056,10 ALLEE DES CAMELIAS,40100 DAX
DA18010057,12 ALLEE DES CAMELIAS,40100 DAX
DA20010001,23 RUE MAURICE UTRILLO,40100 DAX
DA20010002,25 RUE MAURICE UTRILLO,40100 DAX
DA20010003,27 RUE MAURICE UTRILLO,40100 DAX
DA20010004,30 RUE MAURICE UTRILLO,40100 DAX
DA20010005,32 RUE MAURICE UTRILLO,40100 DAX
DA20010006,33 RUE MAURICE UTRILLO,40100 DAX
DA20010007,34 RUE MAURICE UTRILLO,40100 DAX
DA20010008,36 RUE MAURICE UTRILLO,40100 DAX
DA20010009,38 RUE MAURICE UTRILLO,40100 DAX
DA20010010,40 RUE MAURICE UTRILLO,40100 DAX
DA20010011,42 RUE MAURICE UTRILLO,40100 DAX
DA20010012,1 RUE GEORGES BRASSENS,40100 DAX
DA20010013,2 RUE GEORGES BRASSENS,40100 DAX
DA20010014,3 RUE GEORGES BRASSENS,40100 DAX
DA20010015,4 RUE GEORGES BRASSENS,40100 DAX
DA20010016,6 RUE GEORGES BRASSENS,40100 DAX
DA20010017,8 RUE GEORGES BRASSENS,40100 DAX
DA20010018,10 RUE GEORGES BRASSENS,40100 DAX
DA20010019,12 RUE GEORGES BRASSENS,40100 DAX
DA20010020,14 RUE GEORGES BRASSENS,40100 DAX
DA20010021,16 RUE GEORGES BRASSENS,40100 DAX
DA20010022,18 RUE GEORGES BRASSENS,40100 DAX
DA20010023,20 RUE GEORGES BRASSENS,40100 DAX
DA20010024,22 RUE GEORGES BRASSENS,40100 DAX
DA20010025,24 RUE GEORGES BRASSENS,40100 DAX
DA20010026,26 RUE GEORGES BRASSENS,40100 DAX
DA20010027,28 RUE GEORGES BRASSENS,40100 DAX
DA20010028,30 RUE GEORGES BRASSENS,40100 DAX
DA20010029,32 RUE GEORGES BRASSENS,40100 DAX
DA20010030,34 RUE GEORGES BRASSENS,40100 DAX
DA20010031,36 RUE GEORGES BRASSENS,40100 DAX
DA20010032,38 RUE GEORGES BRASSENS,40100 DAX
DA20010033,40 RUE GEORGES BRASSENS,40100 DAX
DA20010034,42 RUE GEORGES BRASSENS,40100 DAX
DA20020035,11 RUE MAURICE UTRILLO,40100 DAX
DA20020036,13 RUE MAURICE UTRILLO,40100 DAX
DA20020037,15 RUE MAURICE UTRILLO,40100 DAX
DA20020038,17 RUE MAURICE UTRILLO,40100 DAX
DA20020039,19 RUE MAURICE UTRILLO,40100 DAX
DA20020040,29 RUE MAURICE UTRILLO,40100 DAX
DA20020041,31 RUE MAURICE UTRILLO,40100 DAX
DA20020042,35 RUE MAURICE UTRILLO,40100 DAX
DA20020043,43 RUE PIERRE FRESNAY,40100 DAX
DA20020044,45 RUE PIERRE FRESNAY,40100 DAX
DA22010001,15 RUE SAINT EXUPERY,40100 DAX
DA22010002,13 RUE SAINT EXUPERY,40100 DAX
DA22010003,11 RUE SAINT EXUPERY,40100 DAX
DA22010004,9 RUE SAINT EXUPERY,40100 DAX
DA22010005,7 RUE SAINT EXUPERY,40100 DAX
